T,TM,Tm,H,PP,VV,V,VM,O3
24.5,32.5,15,58,0,2.4,2,7.6,39.85
24.5,32.5,15,58,0,2.4,2,7.6,42.51
24.2,32.4,15.8,59,0,2.1,0.6,5.4,41.9
24.2,32.4,15.8,59,0,2.1,0.6,5.4,36.34
24.2,31,15.6,62,0,1.9,2.4,9.4,24.89
24.2,31,15.6,62,0,1.9,2.4,9.4,27.74
24.1,31,16,63,0,1.6,2.2,10.7,29.58
24.1,31,16,63,0,1.6,2.2,10.7,32.7
24.1,31.1,16,65,0,1.6,5,14.4,32.85
24.1,31.1,16,65,0,1.6,5,14.4,37.13
24.6,32,16,63,0,1.6,4.1,7.6,37.05
24.6,32,16,63,0,1.6,4.1,7.6,40.5
25.2,31.6,18.5,63,0.25,1.9,9.4,14.8,38.38
25.2,31.6,18.5,63,0.25,1.9,9.4,14.8,44.98
20.3,28,12.5,44,0,3.1,8.3,18.3,50.65
20.3,28,12.5,44,0,3.1,8.3,18.3,43.25
18.6,27.8,10.5,58,0,1.4,1.1,3.5,36.37
18.6,27.8,10.5,58,0,1.4,1.1,3.5,39.09
21.5,29,11,59,0,1.4,2.4,10.9,40.96
21.5,29,11,59,0,1.4,2.4,10.9,37.38
21.9,30.2,14.2,74,0.25,1.3,4.1,9.4,39.29
21.9,30.2,14.2,74,0.25,1.3,4.1,9.4,42.87
22.2,29.4,17.6,77,7.11,2.3,5.4,14.8,41.44
22.2,29.4,17.6,77,7.11,2.3,5.4,14.8,39.58
22.2,28.5,16.2,67,1.02,2.4,4.8,9.4,43.3
22.2,28.5,16.2,67,1.02,2.4,4.8,9.4,39.77
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,28.75
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,36.33
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,31.48
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,27.11
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,27.37
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,30.9
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,30.92
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,35.61
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,39.78
22.2,28.95,16.9,72,4.065,2.35,5.1,12.1,37.53
19.66666667,27.63333333,10,60.33333333,0,2.3,2.483333333,9.25,31.33
19.66666667,27.63333333,10,60.33333333,0,2.3,2.483333333,9.25,29.85
19.3,27.9,10.4,59,0,2.9,2,9.4,33.75
19.3,27.9,10.4,59,0,2.9,2,9.4,39.76
19.8,27.2,10.5,64,0,2.1,0.7,5.4,30.35
19.8,27.2,10.5,64,0,2.1,0.7,5.4,34.75
20.8,28.2,10.7,65,0,1.9,0.9,5.4,45.03
20.8,28.2,10.7,65,0,1.9,0.9,5.4,32.77
19.6,26.4,10.8,60,0,2.6,5.4,14.8,27.01
19.6,26.4,10.8,60,0,2.6,5.4,14.8,26.51
19.6,28,9,56,0,2.4,2.4,11.1,30.57
19.6,28,9,56,0,2.4,2.4,11.1,30.01
18.9,28.1,8.6,58,0,1.9,3.5,9.4,35.41
18.9,28.1,8.6,58,0,1.9,3.5,9.4,33.34
17.5,25.1,8.8,67,0,1.9,4.8,22.2,33.6
17.5,25.1,8.8,67,0,1.9,4.8,22.2,33.83
16.5,24.2,7.6,70,0,1.8,2.8,11.1,35.84
16.5,24.2,7.6,70,0,1.8,2.8,11.1,37.52
17.4,25,8.2,66,0,1.8,1.1,7.6,33.12
17.4,25,8.2,66,0,1.8,1.1,7.6,30.88
16.4,21.6,11.2,77,1.02,2.6,3.9,7.6,29.44
16.4,21.6,11.2,77,1.02,2.6,3.9,7.6,33.42
15.7,21.4,8,74,0,1.9,5.9,14.8,46.33
15.7,21.4,8,74,0,1.9,5.9,14.8,34.4
15.3,22,8.2,78,0,1.9,5.6,13,30.25
15.3,22,8.2,78,0,1.9,5.6,13,30.59
14.8,22.3,5.2,67,0,2.1,4.6,11.1,33.55
14.8,22.3,5.2,67,0,2.1,4.6,11.1,33.03
12.3,22.4,4,74,0,1.3,1.1,3.5,37.03
12.3,22.4,4,74,0,1.3,1.1,3.5,43.29
11.3,22.3,4.7,82,0,1.1,3,3.5,43.36
11.3,22.3,4.7,82,0,1.1,3,3.5,32.61
12.3,19.4,6.2,80,0,1.3,6.7,25.9,28.15
12.3,19.4,6.2,80,0,1.3,6.7,25.9,26.45
11.1,20.6,3.6,76,0,1.3,3,9.4,34.81
11.1,20.6,3.6,76,0,1.3,3,9.4,33.69
11.6,21.4,3.4,76,0,1.1,2.4,5.4,36.66
11.6,21.4,3.4,76,0,1.1,2.4,5.4,23.68
12,22.9,3.8,73,0,0.8,4.8,25.9,34.41
12,22.9,3.8,73,0,0.8,4.8,25.9,28.45
12.8,22.6,4,75,0,1.3,2,9.4,37.26
12.8,22.6,4,75,0,1.3,2,9.4,38.02
13.8,23,6.5,79,0,1.1,0.9,3.5,42.49
13.8,23,6.5,79,0,1.1,0.9,3.5,32.19
13.5,23.4,6.7,83,0,0.6,7.2,22.2,31.38
13.5,23.4,6.7,83,0,0.6,7.2,22.2,35.95
13.2,20,7.1,88,0,0.8,3.7,9.4,37.75
13.2,20,7.1,88,0,0.8,3.7,9.4,25.07
13.6,20.1,7,85,0,0.8,6.9,14.8,33.59
13.6,20.1,7,85,0,0.8,6.9,14.8,38.13
13.5,20.4,8,78,0,1.4,8.3,25.9,36.3
13.5,20.4,8,78,0,1.4,8.3,25.9,33.71
15.7,22.9,8.5,82,0,1.3,3.1,3.5,39.32
15.7,22.9,8.5,82,0,1.3,3.1,3.5,37.86
13.3,23.5,8,69,0,2.3,11.3,27.8,33.51
13.3,23.5,8,69,0,2.3,11.3,27.8,44.11
11.2,19.5,6,80,0,1.6,7.2,14.8,42.09
11.2,19.5,6,80,0,1.6,7.2,14.8,37.15
14.8,25.4,5.7,79,0,1.3,2,9.4,33.94
14.8,25.4,5.7,79,0,1.3,2,9.4,28.81
17.5,28.2,7,79,0,1.3,2.2,3.5,33.4
17.5,28.2,7,79,0,1.3,2.2,3.5,43.66
16.4,28.7,11.5,87,3.05,1.4,14.3,31.7,42
16.4,28.7,11.5,87,3.05,1.4,14.3,31.7,43.21
13.4,22,9.2,87,6.1,1.8,4.1,7.6,40.14
13.4,22,9.2,87,6.1,1.8,4.1,7.6,40.41
12.2,19,6,75,0,2.1,5.7,14.8,46.64
12.2,19,6,75,0,2.1,5.7,14.8,46.73
12.9,19.2,5.2,73,0,1.9,16.3,38.9,52.24
12.9,19.2,5.2,73,0,1.9,16.3,38.9,42.57
15.5,21,8.2,78,0,1.9,8.3,18.3,36.06
15.5,21,8.2,78,0,1.9,8.3,18.3,41.35
16.3,22,11,82,0,1.4,7.6,18.3,43.23
16.3,22,11,82,0,1.4,7.6,18.3,48.44
12.9,22.5,8.2,92,0,0.8,10.2,22.2,46.51
12.9,22.5,8.2,92,0,0.8,10.2,22.2,51.49
13.8,20,9.4,88,0,1.1,9.1,16.5,48.72
13.8,20,9.4,88,0,1.1,9.1,16.5,54.95
16.5,25.1,13.2,96,0,1.6,16.9,46.9,54.67
16.5,25.1,13.2,96,0,1.6,16.9,46.9,51.06
14.9,20.4,7,72,5.08,2.1,9.4,18.3,60.25
14.9,20.4,7,72,5.08,2.1,9.4,18.3,57
14.8,20.6,8.4,71,0,2.6,11.3,18.3,50.84
14.8,20.6,8.4,71,0,2.6,11.3,18.3,53.16
19.3,25,11.4,70,0,1.6,4.6,14.8,51.32
19.3,25,11.4,70,0,1.6,4.6,14.8,57.86
17.7,25.3,13.9,88,1.02,1.4,11.3,33.5,50.86
17.7,25.3,13.9,88,1.02,1.4,11.3,33.5,48.59
17.6,23,11.8,83,9.91,1.8,8.1,18.3,51.94
17.6,23,11.8,83,9.91,1.8,8.1,18.3,45.3
18.7,25.8,12,78,2.03,1.9,5,14.8,41.86
18.7,25.8,12,78,2.03,1.9,5,14.8,42.3
18.3,24.5,14.5,86,2.03,1.9,5,9.4,47.49
18.3,24.5,14.5,86,2.03,1.9,5,9.4,45.44
21.6,28,13.2,72,0.76,2.9,9.4,16.5,50.12
21.6,28,13.2,72,0.76,2.9,9.4,16.5,45.45
16.2,23.8,9.2,74,1.395,1.9,3.7,11.1,55.67
16.2,23.8,9.2,74,1.395,1.9,3.7,11.1,50.13
15.3,25.4,10.3,80,0.25,1.9,5.6,14.8,56.24
15.3,25.4,10.3,80,0.25,1.9,5.6,14.8,53.24
14.3,21,9.5,81,0,1.9,3.9,11.1,61.45
14.3,21,9.5,81,0,1.9,3.9,11.1,65.26
16.3,23.4,6.8,66,0,1.9,4.4,14.8,47.45
16.3,23.4,6.8,66,0,1.9,4.4,14.8,52.16
15.2,24.1,12.8,91,0.51,1.1,5.4,14.8,54
15.2,24.1,12.8,91,0.51,1.1,5.4,14.8,50.32
17.1,22.4,12.8,87,9.91,1.9,3.7,11.1,57.54
17.1,22.4,12.8,87,9.91,1.9,3.7,11.1,65.95
19.5,26,9,55,0,2.7,5.7,16.5,65.33
19.5,26,9,55,0,2.7,5.7,16.5,64.36
20.4,26.5,10.8,60,0,2.7,5,14.8,46.34
20.4,26.5,10.8,60,0,2.7,5,14.8,52.97
20.6,26.5,12.6,59,0,3.4,7.8,14.8,55.91
20.6,26.5,12.6,59,0,3.4,7.8,14.8,40.32
19.7,27.4,13.6,69,0,3.2,3.1,9.4,47.34
19.7,27.4,13.6,69,0,3.2,3.1,9.4,50.71
18.6,25,11.8,71,1.02,2.6,7.6,18.3,52.66
18.6,25,11.8,71,1.02,2.6,7.6,18.3,62.02
20.2,26,10.4,64,0,2.7,6.9,11.1,57.85
20.2,26,10.4,64,0,2.7,6.9,11.1,67.84
24.1,31,12.8,58,0,2.6,3.3,7.6,54.85
24.1,31,12.8,58,0,2.6,3.3,7.6,41.85
26.9,34,15.5,51,0,2.9,5,14.8,46.97
26.9,34,15.5,51,0,2.9,5,14.8,46.42
25.6,34.1,16.6,44,0,2.7,3.7,7.6,45.46
25.6,34.1,16.6,44,0,2.7,3.7,7.6,59.34
24.4,32.1,17.6,55,0,3.5,8.9,14.8,53.31
24.4,32.1,17.6,55,0,3.5,8.9,14.8,55.06
24.2,30.4,16.2,57,0,3.2,10.7,24.1,38.34
24.2,30.4,16.2,57,0,3.2,10.7,24.1,55.29
25.1,31.4,15,53,0,3.5,10.7,25.9,31.11
25.1,31.4,15,53,0,3.5,10.7,25.9,51.47
28.8,39.2,21,35,0.25,3.7,12.6,27.8,59.94
28.8,39.2,21,35,0.25,3.7,12.6,27.8,53.59
27.7,34.3,17.6,41,0,3.9,12.4,22.2,54.43
27.7,34.3,17.6,41,0,3.9,12.4,22.2,57.99
27.6,35,16.2,42,0,3.9,5,14.8,49.58
27.6,35,16.2,42,0,3.9,5,14.8,58.49
29.2,37,17.6,41,0,3.5,9.1,18.3,64.56
29.2,37,17.6,41,0,3.5,9.1,18.3,60.84
30.8,37.8,22.4,57,6.1,1.8,10.7,35.2,60.03
30.8,37.8,22.4,57,6.1,1.8,10.7,35.2,65.82
29.4,36,20.2,52,0,2.6,5.9,18.3,59.78
29.4,36,20.2,52,0,2.6,5.9,18.3,61.04
30.2,37,20.4,48,0,3.2,4.6,11.1,74.12
30.2,37,20.4,48,0,3.2,4.6,11.1,63.64
31.4,38,21.6,42,0.25,3.7,12.8,25.9,69.14
31.4,38,21.6,42,0.25,3.7,12.8,25.9,55.95
32.2,38,21.8,40,0,4.5,9.8,14.8,39.96
32.2,38,21.8,40,0,4.5,9.8,14.8,62.12
33.6,40,25.5,36,0,3.7,9.4,18.3,52.93
33.6,40,25.5,36,0,3.7,9.4,18.3,59.31
27.5,32,18.2,50,0,3.7,9.4,14.8,57.41
27.5,32,18.2,50,0,3.7,9.4,14.8,46.81
29.2,35,19.8,46,0,3.4,5.7,14.8,40.56
29.2,35,19.8,46,0,3.4,5.7,14.8,48.99
31.1,37.2,20.6,41,0,3.5,9.3,20.6,61.02
31.1,37.2,20.6,41,0,3.5,9.3,20.6,68.57
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,59.68
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,69.18
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,57.33
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,37.78
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,54.02
32.475,38.8,22.3,35.75,0,3.225,8.85,18.975,46.26
34.8,41,25.4,26,0,2.9,11.7,22.2,46.84
34.8,41,25.4,26,0,2.9,11.7,22.2,38.39
34.8,42,23.4,30,0,3.1,8.7,18.3,37.99
34.8,42,23.4,30,0,3.1,8.7,18.3,44.4
34.8,41.5,24.4,28,0,3,10.2,20.25,58
34.8,41.5,24.4,28,0,3,10.2,20.25,64.82
34.4,43.7,24.4,39,0,2.6,5.4,13,42.31
34.4,43.7,24.4,39,0,2.6,5.4,13,28.2
33.5,41.3,25.8,45,0,2.7,11.9,25.9,22.68
33.5,41.3,25.8,45,0,2.7,11.9,25.9,33.71
32.6,41,24,46,0,3.2,7.6,55.4,38.66
32.6,41,24,46,0,3.2,7.6,55.4,35.11
33.5,41.2,21.8,40,0,2.6,10.7,25.9,25.75
33.5,41.2,21.8,40,0,2.6,10.7,25.9,28.65
35.3,42,23.6,38,0,2.7,11.5,24.1,29.84
35.3,42,23.6,38,0,2.7,11.5,24.1,28.38
36.1,42,26.4,38,0,2.6,13.7,25.9,30.81
36.1,42,26.4,38,0,2.6,13.7,25.9,32.77
33.3,40,25.4,52,0,1.9,8.9,31.7,27.23
33.3,40,25.4,52,0,1.9,8.9,31.7,30.05
30.8,40.2,20.8,60,3.05,3.1,5.6,14.8,31.48
30.8,40.2,20.8,60,3.05,3.1,5.6,14.8,30.75
29.4,36,23,72,0,2.3,8,18.3,49.9
29.4,36,23,72,0,2.3,8,18.3,29.1
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,32.04
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,34.79
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,40.16
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,33.1
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,22.78
31.3125,39.1,23.4,59.125,1.27,2.55,8.0125,22.9125,27.72
31.75,40.2,24.4,52.5,2.03,2.9,9.55,26.85,29.54
31.75,40.2,24.4,52.5,2.03,2.9,9.55,26.85,30.62
33.7,40,25,45,4.06,2.6,8,27.8,29.78
33.7,40,25,45,4.06,2.6,8,27.8,27.42
29.8,40.4,23.8,60,0,3.2,11.1,25.9,31.25
29.8,40.4,23.8,60,0,3.2,11.1,25.9,32.51
32.5,37,24.5,41,0,3.7,11.5,25.9,29.29
32.5,37,24.5,41,0,3.7,11.5,25.9,27.74
36.6,43,24.6,30,0,4,9.1,18.3,27.25
36.6,43,24.6,30,0,4,9.1,18.3,28.66
38.2,45,26.8,26,0,3.4,9.1,22.2,22.91
38.2,45,26.8,26,0,3.4,9.1,22.2,29.87
38.7,45,28.4,27,0,3.1,7.6,13,30.92
38.7,45,28.4,27,0,3.1,7.6,13,26.17
37.6,44.8,27.6,40,0,3.1,7.8,13,25.43
37.6,44.8,27.6,40,0,3.1,7.8,13,26.21
37.3,43.5,30.8,44,0,2.7,9.4,18.3,21.46
37.3,43.5,30.8,44,0,2.7,9.4,18.3,20.73
35.9,42.5,29.4,47,0,2.7,11.9,18.3,31.43
35.9,42.5,29.4,47,0,2.7,11.9,18.3,23.58
35,43.9,26.4,46,0,3.4,7,11.1,23.59
35,43.9,26.4,46,0,3.4,7,11.1,16.51
37.9,43,28,36,0,3.1,6.7,16.5,18.03
37.9,43,28,36,0,3.1,6.7,16.5,28.06
37.4,44,27.2,34,0,2.7,5.6,18.3,28.41
37.4,44,27.2,34,0,2.7,5.6,18.3,31.18
37,41.6,29,38,0,3.2,9.8,18.3,25.95
37,41.6,29,38,0,3.2,9.8,18.3,28.57
37.6,44,29.2,29,0,3.4,11.3,24.1,28.17
37.6,44,29.2,29,0,3.4,11.3,24.1,24.22
37.9,43.7,27.8,28,0,2.9,14.4,37,24.07
37.9,43.7,27.8,28,0,2.9,14.4,37,36.98
32.2,37,24.2,53,0,2.9,6.1,11.1,34.34
32.2,37,24.2,53,0,2.9,6.1,11.1,30.97
33.5,39,25.4,50,0,3.5,6.7,13,39.25
33.5,39,25.4,50,0,3.5,6.7,13,33.71
35.1,39,28.2,50,0,3.1,5.7,14.8,31.24
35.1,39,28.2,50,0,3.1,5.7,14.8,39.18
34.2,39,27.8,60,0,3.1,5.2,11.1,32.5
34.2,39,27.8,60,0,3.1,5.2,11.1,36.13
35.8,41,29.6,52,0,2.7,6.7,18.3,28.87
35.8,41,29.6,52,0,2.7,6.7,18.3,27.22
35.3,41.1,28.6,49,0,2.4,8,18.3,24.58
35.3,41.1,28.6,49,0,2.4,8,18.3,32.4
36.8,42.2,30.6,45,0,3.1,7.6,14.8,30.84
36.8,42.2,30.6,45,0,3.1,7.6,14.8,40.53
34.9,41.6,30,53,0,2.6,6.5,11.1,48.95
34.9,41.6,30,53,0,2.6,6.5,11.1,32.08
34.9,38.4,30.6,58,0,1.9,8.1,11.1,27.33
34.9,38.4,30.6,58,0,1.9,8.1,11.1,28.64
32.1,37,27.6,71,0,2.9,7.8,33.5,28.58
32.1,37,27.6,71,0,2.9,7.8,33.5,35.4
33.7,37,28.6,65,0,2.7,6.7,14.8,41.22
33.7,37,28.6,65,0,2.7,6.7,14.8,37.19
31.6,36.7,28.8,70,0.51,2.7,9.6,18.3,27.34
31.6,36.7,28.8,70,0.51,2.7,9.6,18.3,29.76
35.6,40,31.2,53,0,2.6,13.7,27.8,28.51
35.6,40,31.2,53,0,2.6,13.7,27.8,21.15
34.3,39.6,28.4,58,0,2.7,11.3,20.6,30.49
34.3,39.6,28.4,58,0,2.7,11.3,20.6,28.92
29.1,37.7,24,79,28.96,2.4,7.6,27.8,28.53
29.1,37.7,24,79,28.96,2.4,7.6,27.8,24.16
31.9,36,25,69,4.06,2.7,5.4,9.4,23.54
31.9,36,25,69,4.06,2.7,5.4,9.4,22.22
30.7,37,26,77,0,2.4,5.2,27.8,22.84
30.7,37,26,77,0,2.4,5.2,27.8,26.67
30.6,36.7,25.6,78,8.89,2.7,6.3,14.8,26.15
30.6,36.7,25.6,78,8.89,2.7,6.3,14.8,34.94
28.7,37.8,25,81,21.08,2.4,7.2,16.5,44.29
28.7,37.8,25,81,21.08,2.4,7.2,16.5,32.54
28.6,32,26.2,86,0.51,2.1,7.6,14.8,32.66
28.6,32,26.2,86,0.51,2.1,7.6,14.8,40.18
28.7,32.5,25.4,88,10.92,1.9,8.9,16.5,36.23
28.7,32.5,25.4,88,10.92,1.9,8.9,16.5,38.81
31.9,35.1,27.8,73,0,3.2,6.7,13,51.37
31.9,35.1,27.8,73,0,3.2,6.7,13,53.51
32.9,37,27.8,68,0,3.2,7.8,13,47.07
32.9,37,27.8,68,0,3.2,7.8,13,44.45
30.9,36.9,28,76,0,2.6,6.9,18.3,44.55
30.9,36.9,28,76,0,2.6,6.9,18.3,43.59
30.1,34.6,27.4,81,0.51,2.1,7.6,18.3,53.79
30.1,34.6,27.4,81,0.51,2.1,7.6,18.3,55.69
30.9,35,25.6,77,22.1,2.4,7.2,14.8,49.68
30.9,35,25.6,77,22.1,2.4,7.2,14.8,42.7
33.5,38,27.5,69,0,3.7,8.7,18.3,43.23
33.5,38,27.5,69,0,3.7,8.7,18.3,33.47
31.5,37.9,28.4,73,1.02,3.4,15.4,27.8,36.8
31.5,37.9,28.4,73,1.02,3.4,15.4,27.8,39.48
30.4,35,26.6,81,2.03,2.9,8.5,18.3,44.15
30.4,35,26.6,81,2.03,2.9,8.5,18.3,57.94
30.5,35.5,25.6,83,10.92,2.3,4.3,9.4,52.25
30.5,35.5,25.6,83,10.92,2.3,4.3,9.4,50.59
30.6,35,24.8,78,10.92,2.9,10,24.1,47.27
30.6,35,24.8,78,10.92,2.9,10,24.1,42.79
30.7,34,23.6,70,2.03,2.7,6.1,14.8,33.2
30.7,34,23.6,70,2.03,2.7,6.1,14.8,34.86
31.4,35,25.6,70,0,2.6,8.3,16.5,38.29
31.4,35,25.6,70,0,2.6,8.3,16.5,49.77
32,36,24.8,69,0,2.9,8.1,18.3,35
32,36,24.8,69,0,2.9,8.1,18.3,33.91
29.3,34,26.4,81,0.25,2.1,6.7,14.8,36.82
29.3,34,26.4,81,0.25,2.1,6.7,14.8,39.23
31.9,35,25.7,71,3.05,2.9,9.1,18.3,29.77
31.9,35,25.7,71,3.05,2.9,9.1,18.3,23.72
32.9,36.4,27.4,67,0,3.1,5.4,13,32.33
32.9,36.4,27.4,67,0,3.1,5.4,13,30.42
33,36.7,29.2,68,0.76,2.6,5.9,11.1,38.5
33,36.7,29.2,68,0.76,2.6,5.9,11.1,42.35
29.9,37,26.4,76,0.51,2.6,8,18.3,48.8
29.9,37,26.4,76,0.51,2.6,8,18.3,39.52
32.7,36.4,27.1,69,0,2.7,4.3,11.1,26.54
32.7,36.4,27.1,69,0,2.7,4.3,11.1,37.71
33.1,36.6,27.8,67,0,2.3,5.7,11.1,31.94
33.1,36.6,27.8,67,0,2.3,5.7,11.1,27.01
29.9,37.2,27.2,83,46.99,1.9,5.9,11.1,30.33
29.9,37.2,27.2,83,46.99,1.9,5.9,11.1,31.56
31.9,35.5,26.4,74,46.99,2.1,3.9,9.4,38.99
31.9,35.5,26.4,74,46.99,2.1,3.9,9.4,48.43
32.2,36,28.3,70,0,1.9,3.9,11.1,41.54
32.2,36,28.3,70,0,1.9,3.9,11.1,25.58
32.9,37.1,27.8,69,0,2.7,6.5,9.4,29.6
32.9,37.1,27.8,69,0,2.7,6.5,9.4,31.86
32,35,28.8,70,0,2.9,8.3,14.8,39.21
32,35,28.8,70,0,2.9,8.3,14.8,30.2
30.7,35.2,27.3,78,2.03,2.3,5.4,10.7,28.72
30.7,35.2,27.3,78,2.03,2.3,5.4,10.7,24.66
29.1,35.1,25.1,75,0,2.7,7.8,14.8,23.38
29.1,35.1,25.1,75,0,2.7,7.8,14.8,32.28
30.8,35,24.9,68,0,3.1,6.7,13,32.54
30.8,35,24.9,68,0,3.1,6.7,13,32.57
28,35.3,24,81,23.11,2.3,5.4,14.8,33.48
28,35.3,24,81,23.11,2.3,5.4,14.8,42.41
30.2,35,24.5,68,0,2.9,7.2,13,32.34
30.2,35,24.5,68,0,2.9,7.2,13,33.69
29.7,35.1,25.8,73,0,3.4,8.7,16.5,32.51
29.7,35.1,25.8,73,0,3.4,8.7,16.5,29.47
28.5,34,25.4,76,0,3.1,9.1,14.8,38.14
28.5,34,25.4,76,0,3.1,9.1,14.8,41.46
28.7,33,23.8,74,0,2.9,6.7,11.1,44.13
28.7,33,23.8,74,0,2.9,6.7,11.1,29.14
29.2,33,23.4,68,0,3.1,4.3,9.4,22.94
29.2,33,23.4,68,0,3.1,4.3,9.4,22.96
28.8,34.4,21.4,68,0,2.4,5.2,14.8,22.1
28.8,34.4,21.4,68,0,2.4,5.2,14.8,24.27
27.7,32.9,22.4,61,0,2.4,8.1,18.3,32.08
27.7,32.9,22.4,61,0,2.4,8.1,18.3,28.22
27.2,32,20.2,58,0,3.5,6.7,14.8,29.05
27.2,32,20.2,58,0,3.5,6.7,14.8,23.62
27.5,34,20.3,60,0,3.1,3.3,11.1,21.48
27.5,34,20.3,60,0,3.1,3.3,11.1,23.8
27.8,33.2,20.8,61,0,2.3,3.3,9.4,28.17
27.8,33.2,20.8,61,0,2.3,3.3,9.4,21.13
27.6,34,20.6,63,0,2.3,3.7,9.4,25.73
27.6,34,20.6,63,0,2.3,3.7,9.4,27.55
28.6,34,20.4,61,0,2.3,2.8,7.6,27.92
28.6,34,20.4,61,0,2.3,2.8,7.6,35.11
27.3,34.7,19.8,60,0,2.3,3.7,7.6,26.44
27.3,34.7,19.8,60,0,2.3,3.7,7.6,28.07
26,32.6,19,54,0,2.3,5.6,14.8,39.58
26,32.6,19,54,0,2.3,5.6,14.8,36.5
24.7,32.5,17.2,58,0,2.3,7.2,18.3,27.82
24.7,32.5,17.2,58,0,2.3,7.2,18.3,29.94
25.2,32.1,18.2,61,0,1.8,3.9,11.1,30.21
25.2,32.1,18.2,61,0,1.8,3.9,11.1,21.99
24.9,30.9,17.6,65,0,1.9,1.9,5.4,22.82
24.9,30.9,17.6,65,0,1.9,1.9,5.4,17.63
25.1,31.4,17.4,57,0,1.8,6.9,14.8,22
25.1,31.4,17.4,57,0,1.8,6.9,14.8,27.25
24.7,32,16.8,63,0,1,3,9.4,30.98
24.7,32,16.8,63,0,1,3,9.4,32.47
25.4,32,17.1,66,0,0.6,1.7,5.4,27.98
25.4,32,17.1,66,0,0.6,1.7,5.4,21.62
24.5,31.7,18.8,70,0,0.6,5,14.8,26.19
24.5,31.7,18.8,70,0,0.6,5,14.8,18.63
23.4,29.5,18.7,74,0.25,0.6,7.8,14.8,18.97
23.4,29.5,18.7,74,0.25,0.6,7.8,14.8,19.93
20.6,32.3,17,80,0.76,1,5.6,13,25.86
20.6,32.3,17,80,0.76,1,5.6,13,24.64
21.9,30,15.6,72,0,1.4,3.3,11.1,27.6
21.9,30,15.6,72,0,1.4,3.3,11.1,24.63
21.6,30.1,15.6,63,0,1.6,5.4,11.1,27.73
21.6,30.1,15.6,63,0,1.6,5.4,11.1,30.53
20.3,28.2,13.4,71,0,0.6,0.9,3.5,26.8
20.3,28.2,13.4,71,0,0.6,0.9,3.5,32.7
20.2,28.3,15.4,81,0,0.5,2.6,7.6,26.6
20.2,28.3,15.4,81,0,0.5,2.6,7.6,23.29
21.2,27.6,16,75,0,0.5,1.5,5.4,23.96
21.2,27.6,16,75,0,0.5,1.5,5.4,24.23
19,26.8,12.3,71,0,1.9,4.1,11.1,24.36
19,26.8,12.3,71,0,1.9,4.1,11.1,29.22
19.1,28.2,11.4,70,0,1.9,0.4,3.5,29.69
19.1,28.2,11.4,70,0,1.9,0.4,3.5,33.94
19.3,28.9,12.5,72,0,1.3,0.7,5.4,41
19.3,28.9,12.5,72,0,1.3,0.7,5.4,32.03
20,26.8,13.7,74,0,1.4,1.1,5.4,33.75
20,26.8,13.7,74,0,1.4,1.1,5.4,34.75
20.7,27.2,16.2,70,0,1.9,4.3,9.4,35.72
20.7,27.2,16.2,70,0,1.9,4.3,9.4,36.29
20.4,27.9,14.5,76,0,1.4,5.6,9.4,31.92
20.4,27.9,14.5,76,0,1.4,5.6,9.4,37.22
15.7,23.2,9.4,78,0,1.6,4.1,11.1,37.86
15.7,23.2,9.4,78,0,1.6,4.1,11.1,36.8
15.4,23.4,8,72,0,1.8,5.6,14.8,43.62
15.4,23.4,8,72,0,1.8,5.6,14.8,42.21
15.4,24.3,9.1,66,0,1.8,5.7,16.5,40.01
15.4,24.3,9.1,66,0,1.8,5.7,16.5,38.6
15.1,24.2,9.3,85,0,1.3,0.6,25.9,42.7
15.1,24.2,9.3,85,0,1.3,0.6,25.9,44.29
15.3,24.8,8.7,78,0,1,1.5,7.6,55.32
15.3,24.8,8.7,78,0,1,1.5,7.6,39.58
14.8,23.8,7.7,76,0,1.1,1.9,7.6,32.03
14.8,23.8,7.7,76,0,1.1,1.9,7.6,35.15
15.2,21.5,12.4,94,34.04,1,7.2,11.1,33.36
15.2,21.5,12.4,94,34.04,1,7.2,11.1,35.32
14.7,18.7,9.7,88,0.51,1.4,3,5.4,38.64
14.7,18.7,9.7,88,0.51,1.4,3,5.4,36.36
14.2,19.2,9.8,87,0,1.3,6.5,11.1,41.53
14.2,19.2,9.8,87,0,1.3,6.5,11.1,37.35
10.3,18,5.2,94,0,0.3,3.1,7.6,39.84
